Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-29.659,GBP,-29.66,30/06/2017,5,1,Sugar Beet,CF28,Sugar Beet,2017,-5.932
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-54.676,GBP,-54.68,30/06/2017,7.8,1,Wheat Winter,CF11,KWS Lili,2017,-7.01
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-51.11,GBP,-51.11,30/06/2017,7.78,1,Wheat Winter,CF17,KWS Lili,2017,-6.569
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-16.356,GBP,-16.36,30/06/2017,3.5,1,Wheat Winter,CF21,KWS Lili,2017,-4.673
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-18.891,GBP,-18.89,30/06/2017,2.9,1,Wheat Winter,CF24,KWS Lili,2017,-6.514
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-22.793,GBP,-22.79,30/06/2017,4,1,Wheat Winter,CF3,KWS Lili,2017,-5.698
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-25.642,GBP,-25.64,30/06/2017,4.5,1,Wheat Winter,CF4,KWS Lili,2017,-5.698
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-46.858,GBP,-46.86,30/06/2017,6.7,1,Wheat Winter,CF5,KWS Lili,2017,-6.994
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-85.471,GBP,-85.47,30/06/2017,13,1,Wheat Winter,CF52,KWS Lili,2017,-6.575
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-49.329,GBP,-49.33,30/06/2017,8.5,1,Wheat Winter,CF8,KWS Lili,2017,-5.803
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-75.444,GBP,-75.44,30/06/2017,13,1,Wheat Winter,CF9.A,KWS Lili,2017,-5.803
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,Fung rebate Jan-June 2017,-46.877,GBP,-46.88,30/06/2017,6,1,Wheat Winter,CF9.B/02,KWS Lili,2017,-7.813
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-23.584,GBP,-23.58,31/07/2017,16.7,1,Barley Winter,CF44,Flagon,2017,-1.412
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-26.126,GBP,-26.13,31/07/2017,18.5,1,Barley Winter,CF55,Flagon,2017,-1.412
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-85.451,GBP,-85.45,31/07/2017,7.8,1,Wheat Winter,CF11,KWS Lili,2017,-10.955
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-72.963,GBP,-72.96,31/07/2017,7.78,1,Wheat Winter,CF17,KWS Lili,2017,-9.378
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-18.751,GBP,-18.75,31/07/2017,3.5,1,Wheat Winter,CF21,KWS Lili,2017,-5.357
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-25.966,GBP,-25.97,31/07/2017,2.9,1,Wheat Winter,CF24,KWS Lili,2017,-8.954
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-37,GBP,-37,31/07/2017,4,1,Wheat Winter,CF3,KWS Lili,2017,-9.25
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-41.625,GBP,-41.62,31/07/2017,4.5,1,Wheat Winter,CF4,KWS Lili,2017,-9.25
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-73.4,GBP,-73.4,31/07/2017,6.7,1,Wheat Winter,CF5,KWS Lili,2017,-10.955
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-121.062,GBP,-121.06,31/07/2017,13,1,Wheat Winter,CF52,KWS Lili,2017,-9.312
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-79.645,GBP,-79.65,31/07/2017,8.5,1,Wheat Winter,CF8,KWS Lili,2017,-9.37
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-121.81,GBP,-121.81,31/07/2017,13,1,Wheat Winter,CF9.A,KWS Lili,2017,-9.37
FH Rockcliffe FGrp,Variable Costs,Rebates,Completed,fungicide rebate,-52.617,GBP,-52.62,31/07/2017,6,1,Wheat Winter,CF9.B/02,KWS Lili,2017,-8.769
,,SUB TOTALS FOR Rebates,,,,,-2121.03,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Barbados OSR,7.187,ha,306.07,28/08/2016,12,42.589,Rape Winter,CF14,Rape Winter,2017,0.599
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Barbados OSR,8.384,ha,357.08,28/08/2016,14,42.589,Rape Winter,CF16.B/02,Rape Winter,2017,0.599
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Barbados OSR,2.096,ha,89.27,28/08/2016,3.5,42.589,Rape Winter,CF25,Rape Winter,2017,0.599
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Barbados OSR,2.096,ha,89.27,28/08/2016,3.5,42.589,Rape Winter,CF27,Rape Winter,2017,0.599
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Barbados OSR,3.294,ha,140.28,28/08/2016,5.5,42.589,Rape Winter,CF32,Rape Winter,2017,0.599
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Barbados OSR,3.593,ha,153.03,28/08/2016,6,42.589,Rape Winter,CF50,Rape Winter,2017,0.599
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,1431.985,kg,418.29,16/03/2017,8.2,0.292,Barley Spring,CF26,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,1309.743,kg,382.58,16/03/2017,7.5,0.292,Barley Spring,CF40,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,873.162,kg,255.06,16/03/2017,5,0.292,Barley Spring,CF41,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,1449.449,kg,423.39,16/03/2017,8.3,0.292,Barley Spring,CF42,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,1501.838,kg,438.7,16/03/2017,8.6,0.292,Barley Spring,CF43,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,1484.375,kg,433.6,16/03/2017,8.5,0.292,Barley Spring,CF53,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Concerto,1449.449,kg,423.39,16/03/2017,8.3,0.292,Barley Spring,CF54,Concerto,2017,174.632
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Elgar OSR,4.312,kg,210.34,28/08/2016,12,48.78,Rape Winter,CF14,Rape Winter,2017,0.359
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Elgar OSR,5.031,kg,245.39,28/08/2016,14,48.78,Rape Winter,CF16.B/02,Rape Winter,2017,0.359
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Elgar OSR,1.258,kg,61.35,28/08/2016,3.5,48.78,Rape Winter,CF25,Rape Winter,2017,0.359
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Elgar OSR,1.258,kg,61.35,28/08/2016,3.5,48.78,Rape Winter,CF27,Rape Winter,2017,0.359
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Elgar OSR,1.976,kg,96.4,28/08/2016,5.5,48.78,Rape Winter,CF32,Rape Winter,2017,0.359
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Elgar OSR,2.156,kg,105.17,28/08/2016,6,48.78,Rape Winter,CF50,Rape Winter,2017,0.359
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Flagon Deter,2.609,t,1409.06,30/09/2016,16.7,540,Barley Winter,CF44,Flagon,2017,0.156
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Flagon Deter,2.891,t,1560.94,30/09/2016,18.5,540,Barley Winter,CF55,Flagon,2017,0.156
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,Fodder Beet Seed,7,Pack,465.5,06/04/2017,3.5,66.5,Fodder Beet,CF29,Fodder Beet,2017,2
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,1283.333,kg,492.84,23/09/2016,7.8,0.384,Wheat Winter,CF11,KWS Lili,2017,164.53
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,477.137,kg,183.24,23/09/2016,2.9,0.384,Wheat Winter,CF24,KWS Lili,2017,164.53
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,1102.35,kg,423.34,23/09/2016,6.7,0.384,Wheat Winter,CF5,KWS Lili,2017,164.53
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,987.179,kg,379.11,23/09/2016,6,0.384,Wheat Winter,CF9.B/02,KWS Lili,2017,164.53
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,2250,kg,864.07,05/10/2016,13,0.384,Wheat Winter,CF52,KWS Lili,2017,173.077
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,1300.436,kg,499.41,13/10/2016,7.78,0.384,Wheat Winter,CF17,KWS Lili,2017,167.151
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,585.029,kg,224.67,13/10/2016,3.5,0.384,Wheat Winter,CF21,KWS Lili,2017,167.151
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,668.605,kg,256.76,13/10/2016,4,0.384,Wheat Winter,CF3,KWS Lili,2017,167.151
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,752.18,kg,288.86,13/10/2016,4.5,0.384,Wheat Winter,CF4,KWS Lili,2017,167.151
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,1420.785,kg,545.63,13/10/2016,8.5,0.384,Wheat Winter,CF8,KWS Lili,2017,167.151
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,KWS Lilli,2172.965,kg,834.49,13/10/2016,13,0.384,Wheat Winter,CF9.A,KWS Lili,2017,167.151
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,SABATINA Xbeetplus + Cruiser,10.154,SBUnit,1925.58,02/04/2017,8.8,189.64,Sugar Beet,CF1,Sugar Beet,2017,1.154
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,SABATINA Xbeetplus + Cruiser,18.462,SBUnit,3501.05,02/04/2017,16,189.64,Sugar Beet,CF18,Sugar Beet,2017,1.154
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,SABATINA Xbeetplus + Cruiser,10.615,SBUnit,2013.1,02/04/2017,9.2,189.64,Sugar Beet,CF2,Sugar Beet,2017,1.154
FH Rockcliffe FGrp,Variable Costs,Seed / Plants,Completed,SABATINA Xbeetplus + Cruiser,5.769,SBUnit,1094.08,02/04/2017,5,189.64,Sugar Beet,CF28,Sugar Beet,2017,1.154
,,SUB TOTALS FOR Seed / Plants,,,,,21651.71,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Beetrac,40,kg,104.76,21/06/2017,8.8,2.619,Sugar Beet,CF1,Sugar Beet,2017,4.545
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Bo-La,24,L,96.09,17/03/2017,12,4.004,Rape Winter,CF14,Rape Winter,2017,2
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Bo-La,28,L,112.1,17/03/2017,14,4.004,Rape Winter,CF16.B/02,Rape Winter,2017,2
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Bo-La,11,L,44.04,17/03/2017,5.5,4.004,Rape Winter,CF32,Rape Winter,2017,2
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Bo-La,12,L,48.04,17/03/2017,6,4.004,Rape Winter,CF50,Rape Winter,2017,2
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Bo-La,7,L,28.54,04/04/2017,3.5,4.015,Rape Winter,CF25,Rape Winter,2017,2
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Bo-La,7,L,28.54,04/04/2017,3.5,4.015,Rape Winter,CF27,Rape Winter,2017,2
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,EPSOTOP,25,kg,7.25,21/06/2017,8.8,0.29,Sugar Beet,CF1,Sugar Beet,2017,2.841
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Evolution Boron,24.27,L,40.04,08/11/2016,12,1.65,Rape Winter,CF14,Rape Winter,2017,2.022
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Evolution Boron,28.315,L,46.72,08/11/2016,14,1.65,Rape Winter,CF16.B/02,Rape Winter,2017,2.022
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Evolution Boron,7.079,L,11.68,08/11/2016,3.5,1.65,Rape Winter,CF25,Rape Winter,2017,2.022
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Evolution Boron,7.079,L,11.68,08/11/2016,3.5,1.65,Rape Winter,CF27,Rape Winter,2017,2.022
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Evolution Boron,11.124,L,18.35,08/11/2016,5.5,1.65,Rape Winter,CF32,Rape Winter,2017,2.022
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Evolution Boron,12.135,L,20.02,08/11/2016,6,1.65,Rape Winter,CF50,Rape Winter,2017,2.022
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,12.16,kg,17.4,05/12/2016,7.8,1.431,Wheat Winter,CF11,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,4.521,kg,6.47,05/12/2016,2.9,1.431,Wheat Winter,CF24,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,6.236,kg,8.92,05/12/2016,4,1.431,Wheat Winter,CF3,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,7.016,kg,10.04,05/12/2016,4.5,1.431,Wheat Winter,CF4,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,10.445,kg,14.95,05/12/2016,6.7,1.431,Wheat Winter,CF5,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,20.267,kg,29,05/12/2016,13,1.431,Wheat Winter,CF9.A,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Groove Df,9.354,kg,13.38,05/12/2016,6,1.431,Wheat Winter,CF9.B/02,KWS Lili,2017,1.559
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Gro-Phite,10,L,85.32,19/09/2016,14,8.532,Rape Winter,CF16.B/02,Rape Winter,2017,0.714
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus,17.6,L,49.17,17/03/2017,12,2.796,Rape Winter,CF14,Rape Winter,2017,1.467
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus,20.533,L,57.36,17/03/2017,14,2.796,Rape Winter,CF16.B/02,Rape Winter,2017,1.467
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus,8.067,L,22.54,17/03/2017,5.5,2.796,Rape Winter,CF32,Rape Winter,2017,1.467
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus,8.8,L,24.58,17/03/2017,6,2.796,Rape Winter,CF50,Rape Winter,2017,1.467
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,5,L,14.83,04/04/2017,3.5,3.079,Rape Winter,CF25,Rape Winter,2017,1.429
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,5,L,14.83,04/04/2017,3.5,3.079,Rape Winter,CF27,Rape Winter,2017,1.429
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,23.722,L,70.35,05/04/2017,16.7,3.079,Barley Winter,CF44,Flagon,2017,1.42
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,26.278,L,77.93,05/04/2017,18.5,3.079,Barley Winter,CF55,Flagon,2017,1.42
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,11.415,L,33.85,24/04/2017,7.8,3.079,Wheat Winter,CF11,KWS Lili,2017,1.463
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,4.5,L,13.34,24/04/2017,2.9,3.079,Wheat Winter,CF24,KWS Lili,2017,1.552
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,5.908,L,17.52,24/04/2017,4,3.079,Wheat Winter,CF3,KWS Lili,2017,1.477
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,6.646,L,19.71,24/04/2017,4.5,3.079,Wheat Winter,CF4,KWS Lili,2017,1.477
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,9.805,L,29.08,24/04/2017,6.7,3.079,Wheat Winter,CF5,KWS Lili,2017,1.463
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.554,L,37.23,24/04/2017,8.5,3.079,Wheat Winter,CF8,KWS Lili,2017,1.477
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,19.2,L,56.94,24/04/2017,13,3.079,Wheat Winter,CF9.A,KWS Lili,2017,1.477
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.78,L,26.04,24/04/2017,6,3.079,Wheat Winter,CF9.B/02,KWS Lili,2017,1.463
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,11.491,L,34.08,25/04/2017,7.78,3.079,Wheat Winter,CF17,KWS Lili,2017,1.477
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,19.2,L,56.94,25/04/2017,13,3.079,Wheat Winter,CF52,KWS Lili,2017,1.477
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,23.722,L,70.35,09/05/2017,16.7,3.079,Barley Winter,CF44,Flagon,2017,1.42
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,26.278,L,77.93,09/05/2017,18.5,3.079,Barley Winter,CF55,Flagon,2017,1.42
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,10.759,L,31.9,24/05/2017,7.8,3.079,Wheat Winter,CF11,KWS Lili,2017,1.379
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12,L,35.59,24/05/2017,7.78,3.079,Wheat Winter,CF17,KWS Lili,2017,1.542
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,5.25,L,15.57,24/05/2017,3.5,3.079,Wheat Winter,CF21,KWS Lili,2017,1.5
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,6,L,17.79,24/05/2017,4,3.079,Wheat Winter,CF3,KWS Lili,2017,1.5
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,6.75,L,20.02,24/05/2017,4.5,3.079,Wheat Winter,CF4,KWS Lili,2017,1.5
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,9.241,L,27.41,24/05/2017,6.7,3.079,Wheat Winter,CF5,KWS Lili,2017,1.379
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,4.343,L,12.88,25/05/2017,2.9,3.079,Wheat Winter,CF24,KWS Lili,2017,1.498
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,19.47,L,57.74,25/05/2017,13,3.079,Wheat Winter,CF52,KWS Lili,2017,1.498
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.73,L,37.75,25/05/2017,8.5,3.079,Wheat Winter,CF8,KWS Lili,2017,1.498
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,19.47,L,57.74,25/05/2017,13,3.079,Wheat Winter,CF9.A,KWS Lili,2017,1.498
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.986,L,26.65,25/05/2017,6,3.079,Wheat Winter,CF9.B/02,KWS Lili,2017,1.498
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.763,L,37.85,26/05/2017,8.2,3.079,Barley Spring,CF26,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,11.673,L,34.62,26/05/2017,7.5,3.079,Barley Spring,CF40,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,3.113,L,9.23,26/05/2017,2,3.079,Barley Spring,CF41,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.918,L,38.31,26/05/2017,8.3,3.079,Barley Spring,CF42,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,13.385,L,39.69,26/05/2017,8.6,3.079,Barley Spring,CF43,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,13.23,L,39.23,26/05/2017,8.5,3.079,Barley Spring,CF53,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.918,L,38.31,26/05/2017,8.3,3.079,Barley Spring,CF54,Concerto,2017,1.556
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,7.977,L,23.65,09/06/2017,8.2,3.079,Barley Spring,CF26,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,7.296,L,21.64,09/06/2017,7.5,3.079,Barley Spring,CF40,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,1.946,L,5.77,09/06/2017,2,3.079,Barley Spring,CF41,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.074,L,23.94,09/06/2017,8.3,3.079,Barley Spring,CF42,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.366,L,24.81,09/06/2017,8.6,3.079,Barley Spring,CF43,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.268,L,24.52,09/06/2017,8.5,3.079,Barley Spring,CF53,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.074,L,23.94,09/06/2017,8.3,3.079,Barley Spring,CF54,Concerto,2017,0.973
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.033,L,23.82,13/06/2017,7.8,3.079,Wheat Winter,CF11,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.012,L,23.76,13/06/2017,7.78,3.079,Wheat Winter,CF17,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,3.605,L,10.69,13/06/2017,3.5,3.079,Wheat Winter,CF21,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,2.987,L,8.86,13/06/2017,2.9,3.079,Wheat Winter,CF24,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,4.119,L,12.22,13/06/2017,4,3.079,Wheat Winter,CF3,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,4.634,L,13.74,13/06/2017,4.5,3.079,Wheat Winter,CF4,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,6.9,L,20.46,13/06/2017,6.7,3.079,Wheat Winter,CF5,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,13.388,L,39.7,13/06/2017,13,3.079,Wheat Winter,CF52,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,8.754,L,25.96,13/06/2017,8.5,3.079,Wheat Winter,CF8,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,13.388,L,39.7,13/06/2017,13,3.079,Wheat Winter,CF9.A,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,6.179,L,18.32,13/06/2017,6,3.079,Wheat Winter,CF9.B/02,KWS Lili,2017,1.03
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,5.193,L,15.4,21/07/2017,3.5,3.079,Fodder Beet,CF29,Fodder Beet,2017,1.484
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,10,L,29.65,21/07/2017,8.8,3.079,Sugar Beet,CF1,Sugar Beet,2017,1.136
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,23.739,L,70.4,21/07/2017,16,3.079,Sugar Beet,CF18,Sugar Beet,2017,1.484
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,13.65,L,40.48,21/07/2017,9.2,3.079,Sugar Beet,CF2,Sugar Beet,2017,1.484
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,7.418,L,22,21/07/2017,5,3.079,Sugar Beet,CF28,Sugar Beet,2017,1.484
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,4.941,L,14.65,06/09/2017,3.5,3.079,Fodder Beet,CF29,Fodder Beet,2017,1.412
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.424,L,36.84,06/09/2017,8.8,3.079,Sugar Beet,CF1,Sugar Beet,2017,1.412
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,22.588,L,66.98,06/09/2017,16,3.079,Sugar Beet,CF18,Sugar Beet,2017,1.412
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,12.988,L,38.52,06/09/2017,9.2,3.079,Sugar Beet,CF2,Sugar Beet,2017,1.412
